dataset1_drug_id,smiles,dataset1_ik14,overlap
DB00525,CN(C(=S)OC1=CC2=CC=CC=C2C=C1)C1=CC=CC(C)=C1,FUSNMLFNXJSCDI,0
DB00526,O=C1O[Pt]2(N[C@@H]3CCCC[C@H]3N2)OC1=O,DWAFYCQODLXJNR,0
DB00527,CCCCOC1=NC2=CC=CC=C2C(=C1)C(=O)NCCN(CC)CC,PUFQVTATUTYEAL,1
DB00528,COC(=O)C1=C(C)NC(C)=C(C1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OC(C)(C)CN(C)CCC(C1=CC=CC=C1)C1=CC=CC=C1,ZDXUKAKRHYTAKV,1
DB00529,OC(=O)P(O)(O)=O,ZJAOAACCNHFJAH,1
DB00530,COCCOC1=CC2=C(C=C1OCCOC)C(NC1=CC(=CC=C1)C#C)=NC=N2,AAKJLRGGTJKAMG,1
DB00531,ClCCN(CCCl)P1(=O)NCCCO1,CMSMOCZEIVJLDB,1
DB00535,[H][C@]12SCC(C=C)=C(N1C(=O)[C@H]2NC(=O)C(=N/O)\C1=CSC(N)=N1)C(O)=O,RTXOFQZKPXMALH,1
DB00537,OC(=O)C1=CN(C2CC2)C2=CC(N3CCNCC3)=C(F)C=C2C1=O,MYSWGUAQZAJSOK,1
DB00539,CN(C)CCOC1=CC=C(C=C1)C(=C(\CCCl)C1=CC=CC=C1)\C1=CC=CC=C1,XFCLJVABOIYOMF,1
DB00540,CNCCC=C1C2=CC=CC=C2CCC2=CC=CC=C12,PHVGLTMQBUFIQQ,1
DB00541,[H][C@@]12N3CC[C@@]11C4=C(C=C(OC)C(=C4)[C@]4(C[C@H]5C[N@](C[C@](O)(CC)C5)CCC5=C4NC4=CC=CC=C54)C(=O)OC)N(C=O)[C@@]1([H])[C@](O)([C@H](OC(C)=O)[C@]2(CC)C=CC3)C(=O)OC,OGWKCGZFUXNPDA,1
DB00542,[H][C@@]1(CCC2=CC=CC=C2N(CC(O)=O)C1=O)N[C@@H](CCC1=CC=CC=C1)C(=O)OCC,XPCFTKFZXHTYIP,1
DB00543,ClC1=CC2=C(OC3=CC=CC=C3N=C2N2CCNCC2)C=C1,QWGDMFLQWFTERH,1
DB00544,FC1=CNC(=O)NC1=O,GHASVSINZRGABV,1
DB00545,CN(C)C(=O)OC1=C[N+](C)=CC=C1,RVOLLAQWKVFTGE,1
DB00546,CN(C)CC1=NN=C2CN=C(C3=CC=CC=C3)C3=C(C=CC(Cl)=C3)N12,GJSLOMWRLALDCT,1
DB00547,[H][C@@]12C[C@@H](C)[C@H](C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,VWVSBHGCDBMOOT,1
DB00548,OC(=O)CCCCCCCC(O)=O,BDJRBEYXGGNYIS,1
DB00549,COC1=CC(=CC=C1CC1=CN(C)C2=C1C=C(NC(=O)OC1CCCC1)C=C2)C(=O)NS(=O)(=O)C1=CC=CC=C1C,YEEZWCHGZNKEEK,1
DB00550,CCCC1=CC(=O)NC(=S)N1,KNAHARQHSZJURB,1
DB00551,CC(=O)NO,RRUDCFGSUDOHDG,0
DB00552,OC[C@H]1O[C@H](C[C@@H]1O)N1C=NC2=C1N=CNC[C@H]2O,FPVKHBSQESCIEP,1
DB00553,COC1=C2OC(=O)C=CC2=CC2=C1OC=C2,QXKHYNVANLEOEG,1
DB00554,CN1C(C(=O)NC2=NC=CC=C2)=C(O)C2=C(C=CC=C2)S1(=O)=O,QYSPLQLAKJAUJT,1
DB00555,NC1=NC(N)=C(N=N1)C1=C(Cl)C(Cl)=CC=C1,PYZRQGJRPPTADH,1
DB00556,FC(F)(F)C(F)(F)C(F)(F)F,QYSGYZVSCZSLHT,1
DB00557,OCCOCCN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=C(Cl)C=C1,ZQDWXGKKHFNSQK,1
DB00559,COC1=CC=CC=C1OC1=C(NS(=O)(=O)C2=CC=C(C=C2)C(C)(C)C)N=C(N=C1OCCO)C1=NC=CC=N1,GJPICJJJRGTNOD,1
DB00560,[H][C@@]12CC3=C(C(O)=C(NC(=O)CNC(C)(C)C)C=C3N(C)C)C(=O)C1=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@]1([H])C2,FPZLLRFZJZRHSY,1
DB00561,CCN1CC(CCN2CCOCC2)C(C1=O)(C1=CC=CC=C1)C1=CC=CC=C1,XFDJYSQDBULQSI,1
DB00562,NS(=O)(=O)C1=CC2=C(C=C1Cl)N=C(CSCC1=CC=CC=C1)NS2(=O)=O,NDTSRXAMMQDVSW,1
DB00563,CN(CC1=CN=C2N=C(N)N=C(N)C2=N1)C1=CC=C(C=C1)C(=O)N[C@@H](CCC(O)=O)C(O)=O,FBOZXECLQNJBKD,1
DB00564,NC(=O)N1C2=CC=CC=C2C=CC2=CC=CC=C12,FFGPTBGBLSHEPO,1
DB00565,COC1=CC2=C(C=C1OC)[C@@H](CC1=CC(OC)=C(OC)C=C1)[N@@+](C)(CCC(=O)OCCCCCOC(=O)CC[N@@+]1(C)CCC3=C(C=C(OC)C(OC)=C3)[C@H]1CC1=CC(OC)=C(OC)C=C1)CC2,YXSLJKQTIDHPOT,1
DB00567,[H][C@]12SCC(C)=C(N1C(=O)[C@H]2NC(=O)[C@H](N)C1=CC=CC=C1)C(O)=O,ZAIPMKNFIOOWCQ,1
DB00568,C(C=CC1=CC=CC=C1)N1CCN(CC1)C(C1=CC=CC=C1)C1=CC=CC=C1,DERZBLKQOCDDDZ,1
DB00569,CO[C@H]1O[C@H](COS(O)(=O)=O)[C@@H](O[C@@H]2O[C@H]([C@@H](O[C@H]3O[C@H](COS(O)(=O)=O)[C@@H](O[C@@H]4O[C@@H]([C@@H](O[C@H]5O[C@H](COS(O)(=O)=O)[C@@H](O)[C@H](O)[C@H]5NS(O)(=O)=O)[C@H](O)[C@H]4O)C(O)=O)[C@H](OS(O)(=O)=O)[C@H]3NS(O)(=O)=O)[C@H](O)[C@H]2OS(O)(=O)=O)C(O)=O)[C@H](O)[C@H]1NS(O)(=O)=O,KANJSNBRCNMZMV,1
DB00570,[H][C@@]12N(C)C3=CC(OC)=C(C=C3[C@@]11CCN3CC=C[C@@](CC)([C@@H](OC(C)=O)[C@]2(O)C(=O)OC)[C@@]13[H])[C@]1(C[C@@]2([H])CN(C[C@](O)(CC)C2)CCC2=C1NC1=C2C=CC=C1)C(=O)OC,JXLYSJRDGCGARV,1
DB00571,CC(C)NCC(O)COC1=CC=CC2=C1C=CC=C2,AQHHHDLHHXJYJD,1
DB00572,CN1[C@H]2CC[C@@H]1C[C@@H](C2)OC(=O)C(CO)C1=CC=CC=C1,RKUNBYITZUJHSG,1
DB00573,CC(C(O)=O)C1=CC(OC2=CC=CC=C2)=CC=C1,RDJGLLICXDHJDY,1
DB00575,ClC1=CC=CC(Cl)=C1NC1=NCCN1,GJSURZIOUXUGAL,1
DB00576,CC1=NN=C(NS(=O)(=O)C2=CC=C(N)C=C2)S1,VACCAVUAMIDAGB,1
DB00577,CC(C)[C@H](N)C(=O)OCCOCN1C=NC2=C1NC(N)=NC2=O,HDOVUKNUBWVHOX,0
DB00578,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)C(C(O)=O)C1=CC=CC=C1)C(O)=O,FPPNZSSZRUTDAP,1
DB00581,OC[C@H]1O[C@](O)(CO)[C@@H](O)[C@@H]1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,JCQLYHFGKNRPGE,1
DB00582,C[C@@H](C1=NC=NC=C1F)[C@](O)(CN1C=NC=N1)C1=C(F)C=C(F)C=C1,BCEHBSKCWLPMDN,1
DB00583,C[N+](C)(C)C[C@H](O)CC([O-])=O,PHIQHXFUZVPYII,1
DB00584,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N1CCC[C@H]1C(O)=O,GBXSMTUPTTWBMN,1
DB00585,CNC(NCCSCC1=CSC(CN(C)C)=N1)=C[N+]([O-])=O,SGXXNSQHWDMGGP,1
DB00586,OC(=O)CC1=CC=CC=C1NC1=C(Cl)C=CC=C1Cl,DCOPUUMXTXDBNB,1
DB00588,[H][C@@]12C[C@@H](C)[C@](OC(=O)CC)(C(=O)SCF)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])C[C@H](F)C2=CC(=O)C=C[C@]12C,WMWTYOKRWGGJOA,1
DB00589,[H][C@@]12CC3=CNC4=CC=CC(=C34)C1=C[C@@H](CN2C)NC(=O)N(CC)CC,BKRGVLQUQGGVSM,1
DB00590,COC1=C(OC)C=C2C(N)=NC(=NC2=C1)N1CCN(CC1)C(=O)C1COC2=CC=CC=C2O1,RUZYUOTYCVRMRZ,1
DB00591,[H][C@@]12C[C@@]3([H])[C@]4([H])C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@@]1(OC(C)(C)O2)C(=O)CO,FEBLZLNTKCEFIT,1
DB00592,C1CNCCN1,GLUUGHFHXGJENI,1
DB00593,CCC1(C)CC(=O)NC1=O,HAPOVYFOVVWLRS,1
DB00594,NC(=N)NC(=O)C1=NC(Cl)=C(N)N=C1N,XSDQTOBWRPYKKA,1
DB00595,[H][C@@]12[C@@H](O)[C@@]3([H])C(C(=O)C4=C(C=CC=C4O)[C@@]3(C)O)=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@H]2N(C)C,IWVCMVBTMGNXQD,0
DB00596,[H][C@@]12C[C@H](C)[C@](O)(C(=O)CCl)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])C[C@H](F)C2=CC(=O)C=C[C@]12C,LEHFPXVYPMWYQD,1
DB00598,CC(CCC1=CC=CC=C1)NCC(O)C1=CC(C(N)=O)=C(O)C=C1,SGUAFYQXFOLMHL,1
DB00599,CCCC(C)C1(CC)C(=O)NC(=S)NC1=O,IUJDSEJGGMCXSG,1
DB00601,CC(=O)NC[C@H]1CN(C(=O)O1)C1=CC(F)=C(C=C1)N1CCOCC1,TYZROVQLWOKYKF,1
DB00602,CO[C@H]1C[C@@H](O[C@@H](C)[C@@H]1O)O[C@H]1[C@H](C)O[C@H](C[C@@H]1OC)O[C@H]1[C@@H](C)\C=C\C=C2/CO[C@@H]3[C@H](O)C(C)=C[C@@H](C(=O)O[C@H]4C[C@@H](C\C=C1/C)O[C@@]1(CC[C@H](C)[C@@H](C(C)C)O1)C4)[C@]23O.CC[C@@H](C)[C@H]1O[C@@]2(CC[C@@H]1C)O[C@@H]1C\C=C(C)\[C@@H](O[C@@H]3O[C@@H](C)[C@H](O[C@@H]4O[C@@H](C)[C@H](O)[C@@H](OC)C4)[C@@H](OC)C3)[C@@H](C)\C=C\C=C3/CO[C@@H]4[C@H](O)C(C)=C[C@@H](C(=O)O[C@@H](C1)C2)[C@]34O,SPBDXSGPUHCETR,0
DB00603,[H][C@@]12CC[C@](OC(C)=O)(C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])C[C@H](C)C2=CC(=O)CC[C@]12C,PSGAAPLEWMOORI,1
DB00604,CO[C@H]1CN(CCCOC2=CC=C(F)C=C2)CC[C@H]1NC(=O)C1=CC(Cl)=C(N)C=C1OC,DCSUBABJRXZOMT,1
DB00605,CC1=C(CC(O)=O)C2=CC(F)=CC=C2\C1=C/C1=CC=C(C=C1)S(C)=O,MLKXDPUZXIRXEP,1
DB00606,NS(=O)(=O)C1=C(Cl)C=C2NC(NS(=O)(=O)C2=C1)C1CC2CC1C=C2,BOCUKUHCLICSIY,1
DB00607,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)C1=C(OCC)C=CC2=CC=CC=C12)C(O)=O,GPXLMGHLHQJAGZ,1
DB00608,CCN(CC)CCCC(C)NC1=CC=NC2=CC(Cl)=CC=C12,WHTVZRBIWZFKQO,1
DB00609,CCC1=NC=CC(=C1)C(N)=S,AEOCXXJPGCBFJA,1
DB00610,C[C@H](N)[C@H](O)C1=CC(O)=CC=C1,WXFIGDLSSYIKKV,1
DB00611,[H][C@@]12CC3=C(C=C(O)C=C3)[C@]3(CCCC[C@@]13O)CCN2CC1CCC1,IFKLAQQSCNILHL,1
DB00612,CC(C)NCC(O)COC1=CC=C(COCCOC(C)C)C=C1,VHYCDWMUTMEGQY,1
DB00613,CCN(CC)CC1=C(O)C=CC(NC2=C3C=CC(Cl)=CC3=NC=C2)=C1,OVCDSSHSILBFBN,1
DB00614,[H]C(=NN1CCOC1=O)C1=CC=C(O1)[N+]([O-])=O,PLHJDBGFXBMTGZ,1
DB00615,CO[C@H]1\C=C\O[C@@]2(C)OC3=C(C2=O)C2=C(C(O)=C3C)C(=O)C(NC(=O)\C(C)=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)=C1NC3(CCN(CC3)CC(C)C)N=C21,ATEBXHFBFRCZMA,0
DB00617,CCC1(C)OC(=O)N(C)C1=O,VQASKUSHBVDKGU,1
DB00618,[H][C@]12C[C@@]3([H])[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C(=O)C1=C([C@H]2O)C(Cl)=CC=C1O,FMTDIUIBLCQGJB,0
DB00619,CN1CCN(CC2=CC=C(C=C2)C(=O)NC2=CC(NC3=NC=CC(=N3)C3=CN=CC=C3)=C(C)C=C2)CC1,KTUFNOKKBVMGRW,1
DB00620,[H][C@@]12C[C@@H](O)[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,GFNANZIMVAIWHM,1
DB00621,[H][C@@]12CC[C@](C)(O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])CC(=O)OC[C@]12C,QSLJIVKCVHQPLV,1
DB00622,COC(=O)C1=C(C)NC(C)=C(C1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OCCN(C)CC1=CC=CC=C1,ZBBHBTPTTSWHBA,1
DB00623,OCCN1CCN(CCCN2C3=CC=CC=C3SC3=C2C=C(C=C3)C(F)(F)F)CC1,PLDUPXSUYLZYBN,1
DB00624,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,MUMGGOZAMZWBJJ,1
DB00625,FC(F)(F)[C@]1(OC(=O)NC2=C1C=C(Cl)C=C2)C#CC1CC1,XPOQHMRABVBWPR,1
DB00626,CC[C@H](C)[C@H](N)C1=N[C@@H](CS1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](CCC(O)=O)C(=O)N[C@@H]([C@@H](C)CC)C(=O)N[C@H]1CCCCNC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](CC(O)=O)NC(=O)[C@H](CC2=CNC=N2)NC(=O)[C@@H](CC2=CC=CC=C2)NC(=O)[C@@H](NC(=O)[C@@H](CCCN)NC1=O)[C@@H](C)CC,CLKOFPXJLQSYAH,1
DB00627,OC(=O)C1=CN=CC=C1,PVNIIMVLHYAWGP,1
DB00628,OC(=O)C1N=C(C2=CC=CC=C2)C2=C(NC1=O)C=CC(Cl)=C2,XDDJGVMJFWAHJX,1
DB00629,NC(N)=NN=CC1=C(Cl)C=CC=C1Cl,WDZVGELJXXEGPV,1
DB00630,NCCCC(O)(P(O)(O)=O)P(O)(O)=O,OGSPWJRAVKPPFI,1
DB00631,[H][C@]1(F)[C@H](O)[C@@H](CO)O[C@H]1N1C=NC2=C(N)N=C(Cl)N=C12,WDDPHFBMKLOVOX,1
DB00633,C[C@H](C1=CNC=N1)C1=C(C)C(C)=CC=C1,CUHVIMMYOGQXCV,1
DB00634,CC(=O)NS(=O)(=O)C1=CC=C(N)C=C1,SKIVFJLNDNKQPD,1
DB00635,[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)CC(=O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,XOFYZVNMUHMLCC,1
DB00636,CCOC(=O)C(C)(C)OC1=CC=C(Cl)C=C1,KNHUKKLJHYUCFP,1
DB00637,COC1=CC=C(CCN2CCC(CC2)NC2=NC3=CC=CC=C3N2CC2=CC=C(F)C=C2)C=C1,GXDALQBWZGODGZ,1
DB00639,ClC1=CC=C(CCC(CN2C=CN=C2)SC2=C(Cl)C=CC=C2Cl)C=C1,SWLMUYACZKCSHZ,0
DB00640,NC1=C2N=CN([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)C2=NC=N1,OIRDTQYFTABQOQ,1
DB00641,[H][C@]12[C@H](C[C@@H](C)C=C1C=C[C@H](C)[C@@H]2CC[C@@H]1C[C@@H](O)CC(=O)O1)OC(=O)C(C)(C)CC,RYMZZMVNJRMUDD,1
DB00642,NC1=NC(=O)C2=C(NC=C2CCC2=CC=C(C=C2)C(=O)N[C@@H](CCC(O)=O)C(O)=O)N1,WBXPDJSOTKVWSJ,1
DB00643,COC(=O)NC1=NC2=C(N1)C=C(C=C2)C(=O)C1=CC=CC=C1,OPXLLQIJSORQAM,0
DB00645,CCCCOC1=CC=C(C=C1)C(=O)CCN1CCCCC1,BZEWSEKUUPWQDQ,1
DB00646,C[C@H]1O[C@H](OC2CC3O[C@@](O)(CC(O)C3C(O)=O)CC(O)C(O)CCC(O)CC(O)CC(O)CC(=O)O[C@@H](C)[C@H](C)[C@H](O)[C@@H](C)\C=C\C=C\CC\C=C\C=C\C=C\C=C\2)[C@@H](O)[C@@H](N)[C@@H]1O,VQOXZBDYSJBXMA,1
DB00647,CCC(=O)O[C@@](CC1=CC=CC=C1)([C@H](C)CN(C)C)C1=CC=CC=C1,XLMALTXPSGQGBX,1
DB00648,ClC(Cl)C(C1=CC=C(Cl)C=C1)C1=CC=CC=C1Cl,JWBOIMRXGHLCPP,1
DB00649,CC1=CN([C@@H]2O[C@H](CO)C=C2)C(=O)NC1=O,XNKLLVCARDGLGL,1
DB00650,[H]C(=O)N1C(CNC2=CC=C(C=C2)C(=O)N[C@@H](CCC(O)=O)C(O)=O)CNC2=C1C(=O)NC(N)=N2,VVIAGPKUTFNRDU,1
DB00651,CN1C2=C(N(CC(O)CO)C=N2)C(=O)N(C)C1=O,KSCFJBIXMNOVSH,1
DB00652,C[C@H]1[C@H]2CC3=CC=C(O)C=C3[C@]1(C)CCN2CC=C(C)C,VOKSWYLNZZRQPF,1
DB00653,[Mg++].[O-]S([O-])(=O)=O,CSNNHWWHGAXBCP,0
DB00654,CC(C)OC(=O)CCC\C=C/C[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1CC[C@@H](O)CCC1=CC=CC=C1,GGXICVAJURFBLW,1
DB00655,[H][C@@]12CCC(=O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3,DNXHEGUUPJUMQT,1
DB00656,ClC1=CC=CC(=C1)N1CCN(CCCN2N=C3C=CC=CN3C2=O)CC1,PHLBKPHSAVXXEF,1
DB00657,CNC1(C)C2CCC(C2)C1(C)C,IMYZQPCYWPFTAG,1
DB00658,NCC=C.ClCC1CO1,ZNSIZMQNQCNRBW,0
DB00660,CC1=CC(OCC2CNC(=O)O2)=CC(C)=C1,IMWZZHHPURKASS,1
DB00661,COC1=C(OC)C=C(CCN(C)CCCC(C#N)(C(C)C)C2=CC(OC)=C(OC)C=C2)C=C1,SGTNSNPWRIOYBX,1
DB00662,COC1=CC(=CC(OC)=C1OC)C(=O)NCC1=CC=C(OCCN(C)C)C=C1,FEZBIKUBAYAZIU,1
DB00663,[H][C@@]12C[C@@H](C)[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])C[C@H](F)C2=CC(=O)C=C[C@]12C,WXURHACBFYSXBI,1
DB00664,COC1=NC=CN=C1NS(=O)(=O)C1=CC=C(N)C=C1,KXRZBTAEDBELFD,1
DB00665,CC1(C)NC(=O)N(C1=O)C1=CC(=C(C=C1)[N+]([O-])=O)C(F)(F)F,XWXYUMMDTVBTOU,1
DB00666,CC(C)C[C@H](NC(=O)[C@@H](CC1=CC2=C(C=CC=C2)C=C1)NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CNC2=CC=CC=C12)NC(=O)[C@H](CC1=CNC=N1)NC(=O)[C@@H]1CCC(=O)N1)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N1CCC[C@H]1C(=O)NCC(N)=O,RWHUEXWOYVBUCI,1
DB00668,CNC[C@H](O)C1=CC(O)=C(O)C=C1,UCTWMZQNUQWSLP,1
DB00669,CNS(=O)(=O)CC1=CC=C2NC=C(CCN(C)C)C2=C1,KQKPFRSPSRPDEB,1
DB00670,CN1CCN(CC(=O)N2C3=CC=CC=C3C(=O)NC3=C2N=CC=C3)CC1,RMHMFHUVIITRHF,1
DB00671,[H][C@]12SCC(C=C)=C(N1C(=O)[C@H]2NC(=O)C(=N/OCC(O)=O)\C1=CSC(N)=N1)C(O)=O,OKBVVJOGVLARMR,1
DB00672,CCCNC(=O)NS(=O)(=O)C1=CC=C(Cl)C=C1,RKWGIWYCVPQPMF,1
DB00673,C[C@@H](O[C@H]1OCCN(CC2=NNC(=O)N2)[C@H]1C1=CC=C(F)C=C1)C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F,ATALOFNDEOCMKK,1
DB00674,[H][C@]12C[C@@H](O)C=C[C@]11CCN(C)CC3=C1C(O2)=C(OC)C=C3,ASUTZQLVASHGKV,1
DB00675,CC\C(=C(/C1=CC=CC=C1)C1=CC=C(OCCN(C)C)C=C1)C1=CC=CC=C1,NKANXQFJJICGDU,1
DB00677,CC(C)OP(F)(=O)OC(C)C,MUCZHBLJLSDCSD,1
DB00678,CCCCC1=NC(Cl)=C(CO)N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NNN=N1,PSIFNNKUMBGKDQ,1
DB00679,CSC1=CC2=C(SC3=CC=CC=C3N2CCC2CCCCN2C)C=C1,KLBQZWRITKRQQV,1
DB00680,CCOC(=O)NC1=CC2=C(SC3=CC=CC=C3N2C(=O)CCN2CCOCC2)C=C1,FUBVWMNBEHXPSU,1
DB00681,[H][C@]12C[C@@H](O[C@@H]3O[C@H](C)[C@@H](O)[C@H](N)[C@@H]3O)\C=C\C=C\C=C\C=C\C=C\C=C\C=C\[C@H](C)[C@@H](O)[C@@H](C)[C@H](C)OC(=O)C[C@H](O)C[C@H](O)CC[C@@H](O)[C@H](O)C[C@H](O)C[C@](O)(C[C@H](O)[C@H]1C(O)=O)O2,APKFDSVGJQXUKY,1
DB00682,CC(=O)CC(C1=CC=CC=C1)C1=C(O)C2=C(OC1=O)C=CC=C2,PJVWKTKQMONHTI,1
DB00683,CC1=NC=C2CN=C(C3=CC=CC=C3F)C3=C(C=CC(Cl)=C3)N12,DDLIGBOFAVUZHB,1
DB00684,NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](N)C[C@@H]1O,NLVFBUXFDBBNBW,1
DB00685,[H][C@@]12CN(C[C@]1([H])[C@H]2N)C1=NC2=C(C=C1F)C(=O)C(=CN2C1=C(F)C=C(F)C=C1)C(O)=O,WVPSKSLAZQPAKQ,1
DB00686,O[C@@H]1CO[C@@H](O[C@@H]2CO[C@@H](O)[C@H](OS(O)(=O)=O)[C@H]2OS(O)(=O)=O)[C@H](OS(O)(=O)=O)[C@H]1OS(O)(=O)=O,FCCNSUIJIOOXEZ,1
DB00687,[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)CC[C@]12C,AAXVEMMRQDVLJB,1
DB00688,COC1=C(C\C=C(/C)CCC(=O)OCCN2CCOCC2)C(O)=C2C(=O)OCC2=C1C,RTGDFNSFWBGLEC,1
DB00689,[H][C@]12SCC(COC(C)=O)=C(N1C(=O)[C@H]2NC(=O)[C@H](N)C1=CC=CC=C1)C(O)=O,FUBBGQLTSCSAON,1
DB00690,CCN(CC)CCN1C2=C(C=C(Cl)C=C2)C(=NCC1=O)C1=CC=CC=C1F,SAADBVWGJQAEFS,1
DB00691,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N1CC2=CC(OC)=C(OC)C=C2C[C@H]1C(O)=O,UWWDHYUMIORJTA,1
DB00692,CC1=CC=C(C=C1)N(CC1=NCCN1)C1=CC(O)=CC=C1,MRBDMNSDAVCSSF,1
DB00694,COC1=CC=CC2=C1C(=O)C1=C(O)C3=C(C[C@](O)(C[C@@H]3O[C@H]3C[C@H](N)[C@H](O)[C@H](C)O3)C(C)=O)C(O)=C1C2=O,STQGQHZAVUOBTE,1
DB00695,NS(=O)(=O)C1=C(Cl)C=C(NCC2=CC=CO2)C(=C1)C(O)=O,ZZUFCTLCJUWOSV,1
DB00696,[H][C@@]12CCCN1C(=O)[C@H](CC1=CC=CC=C1)N1C(=O)[C@](C)(NC(=O)[C@H]3CN(C)[C@]4([H])CC5=CNC6=CC=CC(=C56)C4=C3)O[C@@]21O,XCGSFFUVFURLIX,1
DB00697,ClC1=C(NC2=NCCN2)C2=NSN=C2C=C1,XFYDIVBRZNQMJC,1
DB00698,[O-][N+](=O)C1=CC=C(O1)\C=N\N1CC(=O)NC1=O,NXFQHRVNIOXGAQ,1
DB00699,[H][C@@]12CC3=CN(C)C4=CC=CC(=C34)[C@]1(C[C@@H](COC(=O)C1=CN=CC(Br)=C1)CN2C)OC,YSEXMKHXIOCEJA,1
DB00700,[H][C@@]12CC[C@@]3(CCC(=O)O3)[C@@]1(C)C[C@H]1O[C@@]11[C@@]2([H])[C@@H](CC2=CC(=O)CC[C@]12C)C(=O)OC,JUKPWJGBANNWMW,1
DB00701,CC(C)CN(C[C@@H](O)[C@H](CC1=CC=CC=C1)NC(=O)O[C@H]1CCOC1)S(=O)(=O)C1=CC=C(N)C=C1,YMARZQAQMVYCKC,1
DB00703,CN1N=C(SC1=NC(C)=O)S(N)(=O)=O,FLOSMHQXBMRNHR,1
DB00704,[H][C@@]12OC3=C(O)C=CC4=C3[C@@]11CCN(CC3CC3)[C@]([H])(C4)[C@]1(O)CCC2=O,DQCKKXVULJGBQN,1
DB00705,CC(C)NC1=C(N=CC=C1)N1CCN(CC1)C(=O)C1=CC2=C(N1)C=CC(NS(C)(=O)=O)=C2,WHBIGIKBNXZKFE,1
DB00706,CCOC1=CC=CC=C1OCCN[C@H](C)CC1=CC(=C(OC)C=C1)S(N)(=O)=O,DRHKJLXJIQTDTD,1
DB00708,CCC(=O)N(C1=CC=CC=C1)C1(COC)CCN(CCC2=CC=CS2)CC1,GGCSSNBKKAUURC,1
DB00709,NC1=NC(=O)N(C=C1)[C@@H]1CS[C@H](CO)O1,JTEGQNOMFQHVDC,1
DB00710,CCCCCN(C)CCC(O)(P(O)(O)=O)P(O)(O)=O,MPBVHIBUJCELCL,1
DB00711,CCN(CC)C(=O)N1CCN(C)CC1,RCKMWOKWVGPNJF,1
DB00712,CC(C(O)=O)C1=CC(F)=C(C=C1)C1=CC=CC=C1,SYTBZMRGLBWNTM,1
DB00713,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)C1=C(C)ON=C1C1=CC=CC=C1)C(O)=O,UWYHMGVUTGAWSP,1
DB00714,[H][C@]12CC3=C(C(O)=C(O)C=C3)C3=CC=CC(CCN1C)=C23,VMWNQDUVQKEIOC,1
