ik14,status,cid,smiles,error
MQLRYUCJDNBWMV,ok,12799850,CC1=C(N2C(C(C2=O)NC(=O)C(=NOC)C3=CSC(=N3)N)SC1)C(=O)O,
MQOBSOSZFYZQOK,ok,131708940,CC(C)(C(=O)O)OC1=CC=C(C=C1)C(=O)C2=CC=C(C=C2)Cl,
MQQNFDZXWVTQEH,ok,176478371,C1=CC(=CC=C1C(=O)OC2=CC3=C(C=C2)C=C(C=C3)C(=N)N)N=C(N)N,
MQTOSJVFKKJCRP,ok,178253660,CCC1C(C(C(N(CC(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)O)C)C)C)O)(C)O,
MQZIGYBFDRPAKN,ok,177784439,CC1=C(C(CC(C1=O)O)(C)C)C=CC(=CC=CC(=CC=CC=C(C)C=CC=C(C)C=CC2=C(C(=O)C(CC2(C)C)O)C)C)C,
MRBDMNSDAVCSSF,ok,177747046,CC1=CC=C(C=C1)N(CC2=NCCN2)C3=CC(=CC=C3)O,
MREBEPTUUMTTIA,ok,9571004,CN1CCN(CC1)CCCCN2C(=O)CN(C2=O)N=CC3=CC=C(O3)C4=CC=C(C=C4)Cl,
MRWQRJMESRRJJB,ok,159654961,CCCCCCN1C(=O)C2=C(N=CN2C)N(C1=O)C,
MRWXACSTFXYYMV,ok,169433161,C1=C2C(=NC=N1)N(C=N2)C3C(C(C(O3)CO)O)O,
MSHZHSPISPJWHW,ok,92257843,CC(=CCC1C(O1)(C)C2C(C(CCC23CO3)OC(=O)NC(=O)CCl)OC)C,
MSPRUJDUTKRMLM,ok,65709,CCN(CC)CCN1C2=CC=CC=C2N=C(C1=O)CC3=CC=C(C=C3)OC,
MSTNYGQPCMXVAQ,ok,162507939,C1C(NC2=C(N1)N=C(NC2=O)N)CNC3=CC=C(C=C3)C(=O)NC(CCC(=O)[O-])C(=O)O,
MSWZFWKMSRAUBD,ok,176375486,C(C1C(C(C(C(O1)O)N)O)O)O,
MSYKRHVOOPPJKU,ok,178877786,CCCC1CC(=O)N(C1)C(CC)C(=O)N,
MSYUMPGNGDNTIQ,ok,44445687,CC(CN1CCN(CC1)CCOCCO)CN2C3=CC=CC=C3SC4=CC=CC=C42,
MTCUAOILFDZKCO,ok,2968,C[N+](C)(C)CCCCCCCCCC[N+](C)(C)C,
MTMZZIPTQITGCY,ok,146158678,CC12CC(C3C(C1CCC2(C#C)O)CCC4=C3C=CC(=C4)O)OC,
MTZBBNMLMNBNJL,ok,131699038,CC1=C(C(=CC=C1)C)NC(=O)C2=CC(=C(C=C2O)Cl)S(=O)(=O)N,
MUBZPKHOEPUJKR,ok,173323775,[H+].C(=O)(C(=O)[O-])O,
MUCZHBLJLSDCSD,ok,5936,CC(C)OP(=O)(OC(C)C)F,
MUGXRYIUWFITCP,ok,124652777,CC1=NC(=NC=C1OCC2(CC2C(=O)NC3=NC=C(C=C3)F)C4=CC(=CC=C4)F)C,
MUMGGOZAMZWBJJ,ok,151132319,CC12CCC3C(C1CCC2O)CCC4=CC(=O)CCC34C,
MUQNGPZZQDCDFT,ok,144532400,CC1(OC2CC3C4CCC5=CC(=O)CCC5(C4(C(CC3(C2(O1)C(=O)CCl)C)O)F)C)C,
MUQUYTSLDVKIOF,ok,172438594,C=CC[N+]12CCC34C1CC(C(=CCO)C2)C5=CN6C7C(=CN(C53)C8=CC=CC=C48)C9CC1C7(CC[N+]1(CC9=CCO)CC=C)C1=CC=CC=C16,
MUTBJZVSRNUIHA,ok,10309899,C1CN(CCN1C2=NC=C(C=N2)C(=O)NO)S(=O)(=O)C3=CC4=CC=CC=C4C=C3,
MUXFZBHBYYYLTH,ok,163322539,CC(C1=CC2=C(C=C1)SC3=CC=CC=C3C(=O)C2)C(=O)O,
MVDXXGIBARMXSA,ok,159680631,C1CC2=C(C=CC(=C2)CC3C(=O)N=C(S3)[O-])OC1CC4=CC=CC=C4,
MVFGUOIZUNYYSO,ok,163322490,CCCNC(C)C(=O)NC1=CC=CC=C1C,
MVGSNCBCUWPVDA,ok,178875934,CC1=C(C2=C(C1=CC3=CC=C(C=C3)S(=O)(=O)C)C=CC(=C2)F)CC(=O)O,
MVGWUTBTXDYMND,ok,176488702,C1CCC(C1)C2=C(C=C(C=C2)COC3=CC4=C(C=C3)NC5=C4CCC5CC(=O)O)C(F)(F)F,
MVMQESMQSYOVGV,ok,169438721,CC(C1=CC=CC=N1)C2=C(CC3=CC=CC=C32)CCN(C)C,
MVQVNTPHUGQQHK,ok,175832432,C1=CC(=CN=C1)CO,
MVRHVFSOIWFBTE,ok,168007096,CC1CC(N(C1)C2=C(C=CC(=N2)N3C=CC(=N3)OCC(C)(C)C(F)(F)F)C(=O)NS(=O)(=O)C4=CN(N=C4C)C)(C)C,
MVWVFYHBGMAFLY,ok,57607875,C1CN(CCN1CCC2=C(C=C3C(=C2)CC(=O)N3)Cl)C4=NSC5=CC=CC=C54,
MWKYMZXCGYXLPL,ok,172009742,CCC(=O)N1CCC(C1)NC2=NC=NC3=C2CN(CC3)C4=CC(=C(N=C4)OC)C(F)(F)F,
MWLSOWXNZPKENC,ok,171391642,CC(C1=CC2=CC=CC=C2S1)N(C(=O)N)O,
MWQCHHACWWAQLJ,ok,76974324,C1CC1CN2C(=O)CN=C(C3=C2C=CC(=C3)Cl)C4=CC=CC=C4,
MWTBKTRZPHJQLH,ok,71313027,CN1CCC(=C2C3=CC=CC=C3CCN4C2=NC=C4C=O)CC1,
MWUXSHHQAYIFBG,ok,71310107,[N]=O,
MXAYKZJJDUDWDS,ok,175703803,B(C(CC(C)C)NC(=O)CNC(=O)C1=C(C=CC(=C1)Cl)Cl)(O)O,
MXFWWQICDIZSOA,ok,57369388,CC(C)(C)NCC(COC1=CC=C(C=C1)NC(=O)NC2CCCCC2)O,
MXHODDGKGSGCDI,ok,71317253,C1CCN(C1)CCN(CC2=CC=CC=C2)C3=CC=CC=C3,
MXJWRABVEGLYDG,ok,2466,CCCCOC1=CC=C(C=C1)CC(=O)NO,
MXPOCMVWFLDDLZ,ok,101847922,CN1C(=C(C2=C1C(=O)C=C(C2=O)N3CC3)CO)C=CCO,
MXUNKHLAEDCYJL,ok,13753599,CC1=CC(=CC=C1)N2CC(OC2=O)CO,
MXWHMTNPTTVWDM,ok,176528393,CC(=NNC(=N)N)C=NN=C(N)N,
MXXWOMGUGJBKIW,ok,171034090,C1CCN(CC1)C(=O)C=CC=CC2=CC3=C(C=C2)OCO3,
MXYUKLILVYORSK,ok,89060558,CN1C(CCCC1CC(=O)C2=CC=CC=C2)CC(C3=CC=CC=C3)O,
MYEJFUXQJGHEQK,ok,172873990,CC1C(C(C(C(O1)OC2CCC3(C4CCC5(C(CCC5(C4CCC3=C2)O)C6=COC(=O)C=C6)C)C)O)O)O,
MYMLCRQRXFRQGP,ok,177693288,CC(=CCCC(=CCCC(=CCSP(=O)(O)OP(=O)(O)O)C)C)C,
MYPYJXKWCTUITO,ok,178878988,CC1C(C(CC(O1)OC2C(C(C(OC2OC3=C4C=C5C=C3OC6=C(C=C(C=C6)C(C(C(=O)NC(C(=O)NC5C(=O)NC7C8=CC(=C(C=C8)O)C9=C(C=C(C=C9O)O)C(NC(=O)C(C(C1=CC(=C(O4)C=C1)Cl)O)NC7=O)C(=O)O)CC(=O)N)NC(=O)C(CC(C)C)NC)O)Cl)CO)O)O)(C)N)O,
MYSWGUAQZAJSOK,ok,177841439,C1CC1N2C=C(C(=O)C3=CC(=C(C=C32)N4CCNCC4)F)C(=O)O,
MYWUZJCMWCOHBA,ok,176101761,CC(CC1=CC=CC=C1)NC,
MYYIMZRZXIQBGI,ok,172873985,CC12CC(C3C(C1CCC2(C(=O)CO)O)CC(C4=CC(=O)C=CC34C)F)O,
MZBLZLWXUBZHSL,ok,177802141,CCC1C2CN(C1C(=O)NC3(CC3C(F)F)C(=O)NS(=O)(=O)C4(CC4)C)C(=O)C(NC(=O)OC5CC5CCCCC(C6=NC7=C(C=C(C=C7)OC)N=C6O2)(F)F)C(C)(C)C,
MZOITCJKGUIQEI,ok,11961293,CC(C)C1=NC2=C(C=CC=C2N1)C(=O)NCC3CCN(CC3)CC4CCN(CC4)C(=O)OC,
NASXCEITKQITLD,ok,71316782,C1=CC=C2C(=C1)C(=O)C(C2=O)C3=CC=C(C=C3)F,
NAUWTFJOPJWYOT,ok,56927922,C1C[NH+](CC[NH+]1CCCC2=CC=CC=C2)CCOC(C3=CC=C(C=C3)F)C4=CC=C(C=C4)F,
NAVMQTYZDKMPEU,ok,170653108,CC1=CC2=C(C=C1C(=C)C3=CC=C(C=C3)C(=O)O)C(CCC2(C)C)(C)C,
NBGABHGMJVIVBW,ok,178875552,CC1=C(C=CC2=C1N=C(N2)C3(CCCN3C(=O)C4=C(C=CC(=C4)OC)N5N=CC=N5)C)Cl,
NBIIXXVUZAFLBC,ok,177723195,OP(=O)(O)O,
NBOMNTLFRHMDEZ,ok,135532928,C1=CC=C(C(=C1)C(=O)O)[S-],
NBPVNGWRLGHULH,ok,163320816,CCC(CC)C(=O)OCOC(=O)C1=C(SC2N1C(=O)C2C(C)O)SC3CCS(=O)C3,
NBQKINXMPLXUET,ok,46782770,C1=CC=C(C=C1)CCCCOC2=CC=C(C=C2)C(=O)NC3=CC=CC4=C3OC(=CC4=O)C5=NNN=N5,
NBQNWMBBSKPBAY,ok,6604448,CC(=O)N(CC(CN(C1=C(C(=C(C(=C1I)C(=O)NCC(CO)O)I)C(=O)NCC(CO)O)I)C(=O)C)O)C2=C(C(=C(C(=C2I)C(=O)NCC(CO)O)I)C(=O)NCC(CO)O)I,
NBRBXGKOEOGLOI,ok,163323564,CC(C)(C)C1=CC(=CC(=C1OC)C2=CC3=C(C=C2)C=C(C=C3)NS(=O)(=O)C)N4C=CC(=O)NC4=O,
NCDNCNXCDXHOMX,ok,177926840,CC(C)C1=NC(=CS1)CN(C)C(=O)NC(C(C)C)C(=O)NC(CC2=CC=CC=C2)CC(C(CC3=CC=CC=C3)NC(=O)OCC4=CN=CS4)O,
NCEXYHBECQHGNR,ok,137184395,C1=CC=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)N=NC3=CC(=C(C=C3)O)C(=O)O,
NCNFDKWULDWJDS,ok,142137237,CC1=NC=CN1CC2CCC3=C(C2=O)C4=CC=CC5=C4[NH+]3CCC5,
NCNRHFGMJRPRSK,ok,169433993,C1=CC=C(C=C1)NS(=O)(=O)C2=CC=CC(=C2)C=CC(=O)NO,
NCUCGYYHUFIYNU,ok,29935069,CC1=C(C(C(=C(N1)C)C(=O)OCC(=O)C)C2=CC=CC=C2[N+](=O)[O-])C(=O)OC,
NCWZOASIUQVOFA,ok,91448965,CNC1=CC=C(C=C1)C=CC2=CC=C(C=C2)OCCOCCOCCF,
NCXMLFZGDNKEPB,ok,456862,CC1CC=CC=CC=CC=CC(CC2C(C(CC(O2)(CC(CC3C(O3)C=CC(=O)O1)O)O)O)C(=O)O)OC4C(C(C(C(O4)C)O)N)O,
NDAUXUAQIAJITI,ok,175932033,CC(C)(C)NCC(C1=CC(=C(C=C1)O)CO)O,
NDAYQJDHGXTBJL,ok,170843003,CC(C)CC(C(=NC(C)C(=NC(C(C)C)C(=NC(C(C)C)C(=NC(C(C)C)C(=NC(CC1=CNC2=CC=CC=C21)C(=NC(CC(C)C)C(=NC(CC3=CNC4=CC=CC=C43)C(=NC(CC(C)C)C(=NC(CC5=CNC6=CC=CC=C65)C(=NC(CC(C)C)C(=NC(CC7=CNC8=CC=CC=C87)C(=NCCO)O)O)O)O)O)O)O)O)O)O)O)O)N=C(CN=C(C(C(C)C)N=CO)O)O,
NDCUAPJVLWFHHB,ok,175767266,C1CC(N2CC1N(C2=O)OS(=O)(=O)O)C(=O)N,
NDDAHWYSQHTHNT,ok,171922006,CC1CC2=CC=CC=C2N1NC(=O)C3=CC(=C(C=C3)Cl)S(=O)(=O)[NH3+],
NDTSRXAMMQDVSW,ok,2343,C1=CC=C(C=C1)CSCC2=NS(=O)(=O)C3=CC(=C(C=C3N2)Cl)S(=O)(=O)N,
NDTYTMIUWGWIMO,ok,178416991,CC(=C)C1CCC(=CC1)CO,
NEGYEDYHPHMHGK,ok,168499401,CC(CC1=CC=C(C=C1)OC)N,
NEJVQQBBTRFOHB,ok,162898178,COC1=C(C=CC(=C1)C=CC(=O)CC(=O)C=CC2=CC(=C(C=C2)OS(=O)(=O)[O-])OC)O,
NEMGRZFTLSKBAP,ok,169446650,CC(C(=O)N)NCC1=CC=C(C=C1)OCC2=CC(=CC=C2)F,
NEMLPWNINZELKP,ok,76957899,CC[N+](C)(CC)CCOC(=O)C(C1CCCC1)(C2=CC=CS2)O,
NENBAISIHCWPKP,ok,71314921,C1=CC(=C(C=C1S(=O)(=O)N)S(=O)(=O)N)Cl,
NEQYWYXGTJDAKR,ok,172990513,CC(C1=CC2=C(C=CC(=C2)Cl)NC1=O)NC3=CC=C(N(C3=O)C)C#N,
NETZHAKZCGBWSS,ok,12898402,C1CC(C1)CN2CCC34C5C(CCC3(C2CC6=C4C(=C(C=C6)O)O5)O)O,
NFACJZMKEDPNKN,ok,124202788,COP(=O)(C(C(Cl)(Cl)Cl)O)OC,
NFBAXHOPROOJAW,ok,164682141,C1=CC=C(C=C1)C2C(=O)C3=CC=CC=C3C2=O,
NFDFQCUYFHCNBW,ok,171714076,CC=C(C1=CC=C(C=C1)O)C(=CC)C2=CC=C(C=C2)O,
NFIXBCVWIPOYCD,ok,168006862,CCN(CC)CCOC1=CC=C(C=C1)CC2=CC=CC=C2,
NFLWUMRGJYTJIN,ok,178245528,C1CC(N(C1)C(=O)C2CSSCCC(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N2)CC(=O)N)CCC(=O)N)CC3=CC=CC=C3)CC4=CC=C(C=C4)O)C(=O)NC(CCCN=C(N)N)C(=O)NCC(=O)N,
NGBBVGZWCFBOGO,ok,168744413,CC(CC1=CC2=C(C=C1)OCO2)N,
NGBFQHCMQULJNZ,ok,143445987,CC1=CC(=CC=C1)NC2=C(C=[NH+]C=C2)S(=O)(=O)NC(=O)NC(C)C,
NGGMYCMLYOUNGM,ok,173514648,CC(=CCC1C(O1)(C)C2C(C(CCC23CO3)OC(=O)C=CC=CC=CC=CC(=O)O)OC)C,
NGHTXZCKLWZPGK,ok,162424475,CC1=C(C(=CC=C1)C)NC(=O)CN2CCCC2=O,
NGKZFDYBISXGGS,ok,71315454,CNCCC1=CC(=C(C=C1)O)O,
NGOGFTYYXHNFQH,ok,25271908,C1C[NH2+]CCN(C1)S(=O)(=O)C2=CC=CC3=C2C=CN=C3,
NHTGHBARYWONDQ,ok,169443960,CC(CC1=CC=C(C=C1)O)(C(=O)O)N,
NHTKGYOMICWFQZ,ok,173786043,CC(C(=O)OCC1=CC=CC=C1)NP(=O)(OCC2C(C(C(O2)N3C=CC(=NC3=O)N)(F)F)O)OC4=CC=CC=C4,
NHUHCSRWZMLRLA,ok,131668473,CC1=C(ON=C1C)NS(=O)(=O)C2=CC=C(C=C2)N,
NHXLMOGPVYXJNR,ok,177423651,CC(C1C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(CSSCC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N1)CCCCN)CC2=CNC3=CC=CC=C32)CC4=CC=CC=C4)CC5=CC=CC=C5)CC(=O)N)CCCCN)NC(=O)CNC(=O)C(C)N)C(=O)O)CO)C(C)O)CC6=CC=CC=C6)O,
NHZLNPMOSADWGC,ok,71752254,C1=CC=C2C(=C1)N=CC(=N2)NS(=O)(=O)C3=CC=C(C=C3)N,
NICJCIQSJJKZAH,ok,169442531,CC1=C(C2=C(C3(CC3)C(C(=O)C2=C1)(C)O)C)CO,
NIJJYAXOARWZEE,ok,176647846,CCCC(CCC)C(=O)[O-],
NIVZHWNOUVJHKV,ok,2368,CNC(=NC)NCC1=CC=CC=C1,
NJAGGYXZTILBMJ,ok,5487713,CC1=C(N(C2=CC=CC=[N+]12)N=NN3C4=CC=CC=[N+]4C(=C3C5=CC=CC=C5)C)C6=CC=CC=C6,
NJBFOOCLYDNZJN,ok,139024263,C1CN(CCN1C(=O)CCBr)C(=O)CCBr,
NJCJBUHJQLFDSW,ok,171395185,CN1CCN(CC1)C2=C(C=C3C4=C2SCCN4C=C(C3=O)C(=O)O)F,
NJDRXTDGYFKORP,ok,145624267,CC1C2=C(C[NH2+]1)C=C(C=C2)C3=C(C4=C(C=C3)C(=O)C(=CN4C5CC5)C(=O)O)OC(F)F,
NJDUWAXIURWWLN,ok,70846,C1=CC=C2C(=C1)C(=O)C(C2=O)C3=CC=C(C=C3)Cl,
NJMYODHXAKYRHW,ok,178186338,C1CN(CCN1CCC=C2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F)CCO,
NKANXQFJJICGDU,ok,16056487,CCC(=C(C1=CC=CC=C1)C2=CC=C(C=C2)OCCN(C)C)C3=CC=CC=C3,
NKHAVTQWNUWKEO,ok,177830844,COC(=O)C=CC(=O)O,
NLOOMWLTUVBWAW,ok,86308754,CC(=O)OCOC(=O)C1C(SC2N1C(=O)C2NC(=O)CC3=CC=CC=C3)(C)C,
NLPRAJRHRHZCQQ,ok,163809006,C1CC2C(CC1N2)C3=CN=C(C=C3)Cl,
NLVFBUXFDBBNBW,ok,176612034,C1C(C(C(C(C1N)OC2C(C(C(C(O2)CO)O)N)O)O)OC3C(CC(C(O3)CN)O)N)N,
NLYNIRQVMRLPIQ,ok,171669725,CCOC1C(C2CCC(C3C24C(O1)OC(CC3)(OO4)C)C)C,
NMCHYWGKBADVMK,ok,168475412,CC(CC1=CC=CC=C1)NCCN2C=NC3=C2C(=O)N(C(=O)N3C)C,
NMDYYWFGPIMTKO,ok,178858684,CCC12C=CCN3C1C4(CC3)C(C(C2OC(=O)C)(C(=O)OC)O)N(C5=CC(=C(C=C45)C6(CC7CC(CN(C7)CC8=C6NC9=CC=CC=C89)C(C)(F)F)C(=O)OC)OC)C,
NMKSAYKQLCHXDK,ok,38988561,CC(C1=CC=CC=C1)[NH2+]CCC(C2=CC=CC=C2)C3=CC=CC=C3,
NMUSYJAQQFHJEW,ok,174839629,[H+].C1=NC(=NC(=O)N1C2C(C(C(O2)CO)O)O)N,
NNACHAUCXXVJSP,ok,172676756,C1CCN(CC1)CCCOCCCC2=CC=C(C=C2)Cl,
NNAIYOXJNVGUOM,ok,156613062,CCNC(=O)N1CC[NH+](CC1)CCCC(C2=CC=C(C=C2)F)C3=CC=C(C=C3)F,
NNJPGOLRFBJNIW,ok,133687951,CNC1CCC2=CC(=C(C(=C2C3=CC=C(C(=O)C=C13)OC)OC)OC)OC,
NNJVILVZKWQKPM,ok,156612435,CCN(CC)CC(=O)NC1=C(C=CC=C1C)C,
NNQIJOYQWYKBOW,ok,154414678,CC1=C(N2C(C(C2=O)NC(=O)CCCC(C(=O)O)N)SC1)C(=O)O,
NNULBSISHYWZJU,ok,177833817,CON=C(C1=CSC(=N1)N)C(=O)NC2C3N(C2=O)C(=CCS3)C(=O)O,
NNYBQONXHNTVIJ,ok,164888819,CCC1=C2C(=CC=C1)C3=C(N2)C(OCC3)(CC)CC(=O)O,
NOCJXYPHIIZEHN,ok,71312428,CN1CCN(CC1)C2=C(C=C3C(=C2)N(C=C(C3=O)C(=O)O)C4=CC=C(C=C4)F)F,
NOIIUHRQUVNIDD,ok,4472,C1=CC=C(C=C1)CNC(=O)CCNNC(=O)C2=CC=NC=C2,
NONJJLVGHLVQQM,ok,177747027,CC(C(=O)NC1C2N(C1=O)C(C(S2)(C)C)C(=O)O)OC3=CC=CC=C3,
NOOCSNJCXJYGPE,ok,16212207,CC1=C(C=CC=C1NC2=C(C=CC=N2)C(=O)O)C(F)(F)F,
NOOLISFMXDJSKH,ok,176910943,CC1CCC(C(C1)O)C(C)C,
NOSIYYJFMPDDSA,ok,71312308,CC(=O)C1=CC2=C(C=C1)SC3=CC=CC=C3N2CCCN(C)C,
NOTGFIUVDGNKRI,ok,44560065,C1=NC(=C(N1C2C(C(C(O2)COP(=O)(O)O)O)O)N)C(=O)N,
NOTIQUSPUUHHEH,ok,134694147,CCC(=O)OC1CCC2C1(CCC3C2CCC4C3(CC(C(=O)C4)C)C)C,
NOYPYLRCIDNJJB,ok,46241952,CC1=C(C=CC2=C1C(=NC(=N2)N)N)CNC3=CC(=C(C(=C3)OC)OC)OC,
NOZIJMHMKORZBA,ok,176484507,CCCCCCOC(C)C1=CC=CC(=C1OC)C2=CSC(=N2)NC(=O)C3=CC(=C(C(=C3)Cl)C=C(C)C(=O)O)Cl,
NPAGDVCDWIYMMC,ok,177352943,CC12CCC3C(C1CCC2[OH2+])CCC4=CC(=O)CCC34,
NPEYATQABYMBPM,ok,5311267,O[Si](=O)O[Si](O)(O)O[Si](=O)O,
NPGNOVNWUSPMDP,ok,171391632,CC1(C(N2C(S1)C(C2=O)N=CN3CCCCCC3)C(=O)OCOC(=O)C(C)(C)C)C,
NPPQSCRMBWNHMW,ok,117065149,CCCC(C)(COC(=O)N)COC(=O)N,
NPRHVSBSZMAEIN,ok,169447341,CC[N+](CC)(CC)CCC(C1CCCCC1)(C2=CC=CC=C2)O,
NPTIPEQJIDTVKR,ok,135043321,C1CC2CN3CCNCC4=C3C(=CC=C4)C2C1,
NPUKDXXFDDZOKR,ok,176049695,CCOC(=O)C1=CN=CN1C(C)C2=CC=CC=C2,
NPYPAHLBTDXSSS,ok,156022698,[K+],
NQDJXKOVJZTUJA,ok,76973571,CC1=C2C(=NC=C1)N(C3=C(C=CC=N3)C(=O)N2)C4CC4,
NQHNLNLJPDMBFN,ok,169445011,CCCCCCCCOC1=CC=CC=C1C(=O)NC2=CC=C(C=C2)C(=O)OCC[N+](C)(CC)CC,
NQPDXQQQCQDHHW,ok,163322540,CSC1=NC2=CC(=C(C=C2N1)Cl)OC3=C(C(=CC=C3)Cl)Cl,
NQTRBZXDWMDXAQ,ok,6967852,C1=CC=C(C(=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Br)OC(=O)CCC(=O)[O-])Cl,
NRUKOCRGYNPUPR,ok,177832799,COC1=CC(=CC(=C1O)OC)C2C3C(COC3=O)C(C4=CC5=C(C=C24)OCO5)OC6C(C(C7C(O6)COC(O7)C8=CC=CS8)O)O,
NSFFHOGKXHRQEW,ok,177926836,CCC(C)C1C(=O)NC(C(=O)NC(=C)C(=O)NC(C(=O)NC23CCC(=NC2C4=CSC(=N4)C(C(OC(=O)C5=NC6=C(C=CC(C6O)N1)C(=C5)C(C)O)C)NC(=O)C7=CSC(=N7)C(NC(=O)C8CSC(=N8)C(=CC)NC(=O)C(NC(=O)C9=CSC3=N9)C(C)O)C(C)(C(C)O)O)C1=NC(=CS1)C(=O)NC(=C)C(=O)NC(=C)C(=O)N)C)C,
NSKGQURZWSPSBC,ok,165378036,C1C(C(C(C(C1N)OC2C(C(C(C(O2)CN)O)O)N)OC3C(C(C(O3)CO)O)O)O)N,
NSMXQKNUPPXBRG,ok,160591050,CC(CCCCN1C(=O)C2=C(N=CN2C)N(C1=O)C)O,
NSPHQWLKCGGCQR,ok,177832135,CC1C(=O)NC2CSSCC(C(=O)NC(C(=O)NC(C(=O)NC(CSSCC(NC(=O)CNC(=O)C(NC2=O)C(C)O)C(=O)NC(CC(C)C)C(=O)O)C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N1)C(C)C)CC(=O)N)C(C)C)CC(C)C)CCC(=O)O)NC(=O)C(CCC(=O)O)NC(=O)C(CC(=O)O)NC(=O)C(CC(=O)N)N,
NSQNZEUFHPTJME,ok,142160320,C1=CC(=CC=C1C2=[N+](NC(=C2)C(F)(F)F)C3=CC=C(C=C3)S(=O)(=O)N)Cl,
NSQSAUGJQHDYNO,ok,163321990,CCN(C1CCOCC1)C2=CC(=CC(=C2C)C(=O)NCC3=C(C=C(NC3=O)C)C)C4=CC=C(C=C4)CN5CCOCC5,
NSTRIRCPWQHTIA,ok,176483030,CCC(C)C1C(=O)NC(C(=O)NC(C(=O)NC(CSCCCC(=O)NC(C(=O)N1)CC2=CC=C(C=C2)OC)C(=O)N3CCCC3C(=O)NC(CC(C)C)C(=O)NCC(=O)N)CC(=O)N)CCC(=O)N,
NSVFSAJIGAJDMR,ok,24848255,CC1=C(C(C(=C(N1)C)P2(=O)OCC(CO2)(C)C)C3=CC(=CC=C3)[N+](=O)[O-])C(=O)OCC[NH+](CC4=CC=CC=C4)C5=CC=CC=C5,
NTAHMPNXQOYXSX,ok,177506966,CCC(C(=O)NCC=CC=C(C)C(C(C)C1C(C(C(O1)C=CC=CC=C(C)C(=O)C2=C(C=CN(C2=O)C)O)O)O)OC)C3(C(C(C(C(O3)C=CC=CC)(C)C)O)O)O,
NTHPAPBPFQJABD,ok,163322175,CN1C=C(C2=CC=CC=C21)C(=O)C3CCC4=C(C3)NC=N4,
NTHXOOBQLCIOLC,ok,151255919,CC(=O)N(CC(CO)O)C1=C(C(=C(C(=C1I)C(=O)NCC(CO)O)I)C(=O)NCC(CO)O)I,
NTJOBXMMWNYJFB,ok,102210539,CCN1CCCC1CNC(=O)C2=CC(=C(C=C2OC)[NH3+])S(=O)(=O)CC,
NTTOTNSKUYCDAV,failed,,,no_cid
NTYJJOPFIAHURM,ok,177410928,C1=C(N=CN1)CCN,
NUKYPUAOHBNCPY,ok,176305773,C1=CN=CC=C1N,
NULMGOSOSZBEQL,ok,141629265,CCOC(=O)C(CC1=CC(=C(C=C1)O)O)N,
NUNIWXHYABYXKF,ok,162642033,CN(C)CCOC(C1=CC=CC=C1)C2=CC=C(C=C2)Br,
NVKAWKQGWWIWPM,ok,178668342,CC12CCC(=O)CC1CCC3C2CCC4(C3CCC4O)C,
NVOYVOBDTVTBDX,ok,146170510,CC[N+]1(C2CC(CC1C3C2O3)OC(=O)C(CO)C4=CC=CC=C4)C,
NVSWJKWHLUTHLP,ok,134518168,CC(CC1(C2=C(CCC3=C1C=CC(=C3)C(=O)N(C)C)C=C(C=C2)C(=O)N(C)C)C4=NNN=N4)NCC(=O)N5CCCC5C#N,
NWFOBODUYTUMNC,ok,171378440,CCC(CCC(C)C1CCC2C1(CCCC2=CC=C3CC(CC(C3=C)O)O)C)C(C)C,
NWGGKKGAFZIVBJ,ok,68723,C1CN(CCN1CCOC(=O)C2=CC=CC=C2NC3=C4C=CC(=CC4=NC=C3)C(F)(F)F)C5=CC=CC(=C5)C(F)(F)F,
NWIBSHFKIJFRCO,ok,176519915,CC1=C(C(=O)C2=C(C1=O)N3CC4C(C3(C2COC(=O)N)OC)N4)N,
NWIUTZDMDHAVTP,ok,177747004,CC(C)NCC(COC1=CC=C(C=C1)CCOCC2CC2)O,
NXFQHRVNIOXGAQ,ok,138396160,C1C(=O)NC(=O)N1N=CC2=CC=C(O2)[N+](=O)[O-],
NXQGEDVQXVTCDA,ok,16071605,CN(C)CCCOC1=CC2=C(NN=C2C=C1)S(=O)(=O)C3=CC=CC4=CC=CC=C43,
NXQKSXLFSAEQCZ,ok,168007103,CC1CN(CCN1C2=NC(=O)N(C3=NC(=C(C=C32)F)C4=C(C=CC=C4F)O)C5=C(C=CN=C5C(C)C)C)C(=O)C=C,
NXWGWUVGUSFQJC,ok,163824037,CC1=CC2=C(N1)C=CC=C2OCC(C[NH2+]C(C)C)O,
NYKCGQQJNVPOLU,ok,146160026,CN(C1CCC2(CCCO2)CC1N3CCCC3)C(=O)CC4=CC(=C(C=C4)Cl)Cl,
NYMGNSNKLVNMIA,ok,162641981,CC(C)NNC(=O)C1=CC=NC=C1,
